Navn;Stasjon;Tid(norsk normaltid);Nedbør (1 t)
Fjærland - Bremuseet;SN55820;21.01.2019 23:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 00:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 01:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 02:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 03:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 04:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 05:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 06:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 07:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 08:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 09:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 10:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 11:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 12:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 13:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 14:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 15:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 16:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 17:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 18:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 19:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 20:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 21:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 22:00;0
Fjærland - Bremuseet;SN55820;22.01.2019 23:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 00:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 01:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 02:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 03:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 04:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 05:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 06:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 07:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 08:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 09:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 10:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 11:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 12:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 13:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 14:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 15:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 16:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 17:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 18:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 19:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 20:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 21:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 22:00;0
Fjærland - Bremuseet;SN55820;23.01.2019 23:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 00:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 01:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 02:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 03:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 04:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 05:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 06:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 07:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 08:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 09:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 10:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 11:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 12:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 13:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 14:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 15:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 16:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 17:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 18:00;0,1
Fjærland - Bremuseet;SN55820;24.01.2019 19:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 20:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 21:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 22:00;0
Fjærland - Bremuseet;SN55820;24.01.2019 23:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 00:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 01:00;0,1
Fjærland - Bremuseet;SN55820;25.01.2019 02:00;0,1
Fjærland - Bremuseet;SN55820;25.01.2019 03:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 04:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 05:00;0,2
Fjærland - Bremuseet;SN55820;25.01.2019 06:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 07:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 08:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 09:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 10:00;0,1
Fjærland - Bremuseet;SN55820;25.01.2019 11:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 12:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 13:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 14:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 15:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 16:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 17:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 18:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 19:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 20:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 21:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 22:00;0
Fjærland - Bremuseet;SN55820;25.01.2019 23:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 00:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 01:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 02:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 03:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 04:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 05:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 06:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 07:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 08:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 09:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 10:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 11:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 12:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 13:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 14:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 15:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 16:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 17:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 18:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 19:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 20:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 21:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 22:00;0
Fjærland - Bremuseet;SN55820;26.01.2019 23:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 00:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 01:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 02:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 03:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 04:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 05:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 06:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 07:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 08:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 09:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 10:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 11:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 12:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 13:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 14:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 15:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 16:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 17:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 18:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 19:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 20:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 21:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 22:00;0
Fjærland - Bremuseet;SN55820;27.01.2019 23:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 00:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 01:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 02:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 03:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 04:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 05:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 06:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 07:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 08:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 09:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 10:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 11:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 12:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 13:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 14:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 15:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 16:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 17:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 18:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 19:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 20:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 21:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 22:00;0
Fjærland - Bremuseet;SN55820;28.01.2019 23:00;0,1
Fjærland - Bremuseet;SN55820;29.01.2019 00:00;0,1
Fjærland - Bremuseet;SN55820;29.01.2019 01:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 02:00;0,1
Fjærland - Bremuseet;SN55820;29.01.2019 03:00;0,1
Fjærland - Bremuseet;SN55820;29.01.2019 04:00;0,3
Fjærland - Bremuseet;SN55820;29.01.2019 05:00;0,2
Fjærland - Bremuseet;SN55820;29.01.2019 06:00;0,1
Fjærland - Bremuseet;SN55820;29.01.2019 07:00;0,1
Fjærland - Bremuseet;SN55820;29.01.2019 08:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 09:00;0,1
Fjærland - Bremuseet;SN55820;29.01.2019 10:00;0,3
Fjærland - Bremuseet;SN55820;29.01.2019 11:00;0,2
Fjærland - Bremuseet;SN55820;29.01.2019 12:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 13:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 14:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 15:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 16:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 17:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 18:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 19:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 20:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 21:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 22:00;0
Fjærland - Bremuseet;SN55820;29.01.2019 23:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 00:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 01:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 02:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 03:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 04:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 05:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 06:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 07:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 08:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 09:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 10:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 11:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 12:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 13:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 14:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 15:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 16:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 17:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 18:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 19:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 20:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 21:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 22:00;0
Fjærland - Bremuseet;SN55820;30.01.2019 23:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 00:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 01:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 02:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 03:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 04:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 05:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 06:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 07:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 08:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 09:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 10:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 11:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 12:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 13:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 14:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 15:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 16:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 17:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 18:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 19:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 20:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 21:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 22:00;0
Fjærland - Bremuseet;SN55820;31.01.2019 23:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 00:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 01:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 02:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 03:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 04:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 05:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 06:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 07:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 08:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 09:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 10:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 11:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 12:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 13:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 14:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 15:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 16:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 17:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 18:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 19:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 20:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 21:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 22:00;0
Fjærland - Bremuseet;SN55820;01.02.2019 23:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 00:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 01:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 02:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 03:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 04:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 05:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 06:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 07:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 08:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 09:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 10:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 11:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 12:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 13:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 14:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 15:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 16:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 17:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 18:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 19:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 20:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 21:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 22:00;0
Fjærland - Bremuseet;SN55820;02.02.2019 23:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 00:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 01:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 02:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 03:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 04:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 05:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 06:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 07:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 08:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 09:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 10:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 11:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 12:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 13:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 14:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 15:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 16:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 17:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 18:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 19:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 20:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 21:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 22:00;0
Fjærland - Bremuseet;SN55820;03.02.2019 23:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 00:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 01:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 02:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 03:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 04:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 05:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 06:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 07:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 08:00;0,3
Fjærland - Bremuseet;SN55820;04.02.2019 09:00;0,6
Fjærland - Bremuseet;SN55820;04.02.2019 10:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 11:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 12:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 13:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 14:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 15:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 16:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 17:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 18:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 19:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 20:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 21:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 22:00;0
Fjærland - Bremuseet;SN55820;04.02.2019 23:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 00:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 01:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 02:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 03:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 04:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 05:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 06:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 07:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 08:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 09:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 10:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 11:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 12:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 13:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 14:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 15:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 16:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 17:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 18:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 19:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 20:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 21:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 22:00;0
Fjærland - Bremuseet;SN55820;05.02.2019 23:00;0
Fjærland - Bremuseet;SN55820;06.02.2019 00:00;0
Fjærland - Bremuseet;SN55820;06.02.2019 01:00;0
Fjærland - Bremuseet;SN55820;06.02.2019 02:00;0
Fjærland - Bremuseet;SN55820;06.02.2019 03:00;0
Fjærland - Bremuseet;SN55820;06.02.2019 04:00;0
Fjærland - Bremuseet;SN55820;06.02.2019 05:00;0
Fjærland - Bremuseet;SN55820;06.02.2019 06:00;0
Fjærland - Bremuseet;SN55820;06.02.2019 07:00;0
Fjærland - Bremuseet;SN55820;06.02.2019 08:00;0
Fjærland - Bremuseet;SN55820;06.02.2019 09:00;0
Fjærland - Bremuseet;SN55820;06.02.2019 10:00;0
Fjærland - Bremuseet;SN55820;06.02.2019 11:00;0,4
Fjærland - Bremuseet;SN55820;06.02.2019 12:00;0,3
Fjærland - Bremuseet;SN55820;06.02.2019 13:00;0,5
Fjærland - Bremuseet;SN55820;06.02.2019 14:00;0,6
Fjærland - Bremuseet;SN55820;06.02.2019 15:00;1,2
Fjærland - Bremuseet;SN55820;06.02.2019 16:00;0,6
Fjærland - Bremuseet;SN55820;06.02.2019 17:00;0,1
Fjærland - Bremuseet;SN55820;06.02.2019 18:00;0,1
Fjærland - Bremuseet;SN55820;06.02.2019 19:00;0,7
Fjærland - Bremuseet;SN55820;06.02.2019 20:00;2,1
Fjærland - Bremuseet;SN55820;06.02.2019 21:00;1,2
Fjærland - Bremuseet;SN55820;06.02.2019 22:00;1,3
Fjærland - Bremuseet;SN55820;06.02.2019 23:00;1
Fjærland - Bremuseet;SN55820;07.02.2019 00:00;1,1
Fjærland - Bremuseet;SN55820;07.02.2019 01:00;1,1
Fjærland - Bremuseet;SN55820;07.02.2019 02:00;1,3
Fjærland - Bremuseet;SN55820;07.02.2019 03:00;0,2
Fjærland - Bremuseet;SN55820;07.02.2019 04:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 05:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 06:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 07:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 08:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 09:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 10:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 11:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 12:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 13:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 14:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 15:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 16:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 17:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 18:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 19:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 20:00;0
Fjærland - Bremuseet;SN55820;07.02.2019 21:00;0,3
Fjærland - Bremuseet;SN55820;07.02.2019 22:00;0,2
Fjærland - Bremuseet;SN55820;07.02.2019 23:00;0,1
Fjærland - Bremuseet;SN55820;08.02.2019 00:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 01:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 02:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 03:00;0,1
Fjærland - Bremuseet;SN55820;08.02.2019 04:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 05:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 06:00;0,1
Fjærland - Bremuseet;SN55820;08.02.2019 07:00;0,1
Fjærland - Bremuseet;SN55820;08.02.2019 08:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 09:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 10:00;0,3
Fjærland - Bremuseet;SN55820;08.02.2019 11:00;0,2
Fjærland - Bremuseet;SN55820;08.02.2019 12:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 13:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 14:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 15:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 16:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 17:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 18:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 19:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 20:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 21:00;0
Fjærland - Bremuseet;SN55820;08.02.2019 22:00;0,1
Fjærland - Bremuseet;SN55820;08.02.2019 23:00;0,6
Fjærland - Bremuseet;SN55820;09.02.2019 00:00;0,2
Fjærland - Bremuseet;SN55820;09.02.2019 01:00;0,1
Fjærland - Bremuseet;SN55820;09.02.2019 02:00;0
Fjærland - Bremuseet;SN55820;09.02.2019 03:00;0
Fjærland - Bremuseet;SN55820;09.02.2019 04:00;0
Fjærland - Bremuseet;SN55820;09.02.2019 05:00;0
Fjærland - Bremuseet;SN55820;09.02.2019 06:00;0
Fjærland - Bremuseet;SN55820;09.02.2019 07:00;0
Fjærland - Bremuseet;SN55820;09.02.2019 08:00;0
Fjærland - Bremuseet;SN55820;09.02.2019 09:00;0
Fjærland - Bremuseet;SN55820;09.02.2019 10:00;0
Fjærland - Bremuseet;SN55820;09.02.2019 11:00;0
Fjærland - Bremuseet;SN55820;09.02.2019 12:00;0
Fjærland - Bremuseet;SN55820;09.02.2019 13:00;0
