Navn	Stasjon	Tid(norsk normaltid)	Lufttemperatur	Relativ luftfuktighet	Vindretning	Middelvind
Fjærland - Bremuseet	SN55820	06.04.2020 20:00	6	98	52	1,2
Fjærland - Bremuseet	SN55820	06.04.2020 21:00	5,3	99	29	1,5
Fjærland - Bremuseet	SN55820	06.04.2020 22:00	5,4	98	34	0,9
Fjærland - Bremuseet	SN55820	06.04.2020 23:00	4,9	99	1	2,4
Fjærland - Bremuseet	SN55820	07.04.2020 00:00	4,7	99	4	1,2
Fjærland - Bremuseet	SN55820	07.04.2020 01:00	4,3	100	47	1,3
Fjærland - Bremuseet	SN55820	07.04.2020 02:00	4,7	100	196	1,5
Fjærland - Bremuseet	SN55820	07.04.2020 03:00	4	99	309	1,1
Fjærland - Bremuseet	SN55820	07.04.2020 04:00	4,2	100	9	1
Fjærland - Bremuseet	SN55820	07.04.2020 05:00	4,8	100	110	1,3
Fjærland - Bremuseet	SN55820	07.04.2020 06:00	4,6	96	202	1,1
Fjærland - Bremuseet	SN55820	07.04.2020 07:00	4,9	93	173	2,2
Fjærland - Bremuseet	SN55820	07.04.2020 08:00	5,2	92	33	2,2
Fjærland - Bremuseet	SN55820	07.04.2020 09:00	5,4	92	42	1,1
Fjærland - Bremuseet	SN55820	07.04.2020 10:00	6,1	87	88	0,8
Fjærland - Bremuseet	SN55820	07.04.2020 11:00	6,8	87	10	3,2
Fjærland - Bremuseet	SN55820	07.04.2020 12:00	7,4	78	35	3,1
Fjærland - Bremuseet	SN55820	07.04.2020 13:00	9	70	246	0,9
Fjærland - Bremuseet	SN55820	07.04.2020 14:00	10,4	53	195	2,9
Fjærland - Bremuseet	SN55820	07.04.2020 15:00	9,8	63	211	4,8
Fjærland - Bremuseet	SN55820	07.04.2020 16:00	10,2	54	213	2,9
Fjærland - Bremuseet	SN55820	07.04.2020 17:00	9,9	62	202	3,9
Fjærland - Bremuseet	SN55820	07.04.2020 18:00	9,2	58	183	2,6
Fjærland - Bremuseet	SN55820	07.04.2020 19:00	9,2	56	165	2,5
Fjærland - Bremuseet	SN55820	07.04.2020 20:00	7,4	71	124	0,6
Fjærland - Bremuseet	SN55820	07.04.2020 21:00	8,4	60	205	1,6
Fjærland - Bremuseet	SN55820	07.04.2020 22:00	9,4	53	155	2,8
Fjærland - Bremuseet	SN55820	07.04.2020 23:00	9,1	56	167	4,1
Fjærland - Bremuseet	SN55820	08.04.2020 00:00	9,1	58	174	4,7
Fjærland - Bremuseet	SN55820	08.04.2020 01:00	9,5	57	169	3,7
Fjærland - Bremuseet	SN55820	08.04.2020 02:00	9,6	59	163	4,8
Fjærland - Bremuseet	SN55820	08.04.2020 03:00	9,2	61	191	6,3
Fjærland - Bremuseet	SN55820	08.04.2020 04:00	7,7	75	173	2,8
Fjærland - Bremuseet	SN55820	08.04.2020 05:00	6,7	86	179	2,3
Fjærland - Bremuseet	SN55820	08.04.2020 06:00	6,3	87	337	1,8
Fjærland - Bremuseet	SN55820	08.04.2020 07:00	5,8	92	57	1,7
Fjærland - Bremuseet	SN55820	08.04.2020 08:00	5,6	95	17	1,2
Fjærland - Bremuseet	SN55820	08.04.2020 09:00	5,4	98	58	1,1
Fjærland - Bremuseet	SN55820	08.04.2020 10:00	5,6	95	39	1,9
Fjærland - Bremuseet	SN55820	08.04.2020 11:00	6,6	94	298	0,7
Fjærland - Bremuseet	SN55820	08.04.2020 12:00	6,5	92	360	3,3
Fjærland - Bremuseet	SN55820	08.04.2020 13:00	6,3	80	329	1,5
Fjærland - Bremuseet	SN55820	08.04.2020 14:00	6,2	75	189	4,1
Fjærland - Bremuseet	SN55820	08.04.2020 15:00	5,9	71	192	4,5
Fjærland - Bremuseet	SN55820	08.04.2020 16:00	4,8	89	202	4,6
Fjærland - Bremuseet	SN55820	08.04.2020 17:00	4,9	88	207	3,4
Fjærland - Bremuseet	SN55820	08.04.2020 18:00	5	83	210	5,2
Fjærland - Bremuseet	SN55820	08.04.2020 19:00	4,3	82	192	6,9
Fjærland - Bremuseet	SN55820	08.04.2020 20:00	3,2	93	242	5,2
Fjærland - Bremuseet	SN55820	08.04.2020 21:00	3,5	93	220	4
Fjærland - Bremuseet	SN55820	08.04.2020 22:00	3,7	87	347	1,6
Fjærland - Bremuseet	SN55820	08.04.2020 23:00	4,5	77	205	4
Fjærland - Bremuseet	SN55820	09.04.2020 00:00	4	85	257	2,8
Fjærland - Bremuseet	SN55820	09.04.2020 01:00	3,6	84	222	2,1
Fjærland - Bremuseet	SN55820	09.04.2020 02:00	4,4	58	196	3,3
Fjærland - Bremuseet	SN55820	09.04.2020 03:00	4,7	58	189	3,1
Fjærland - Bremuseet	SN55820	09.04.2020 04:00	3,8	70	261	1,9
Fjærland - Bremuseet	SN55820	09.04.2020 05:00	3,3	73	209	2,2
Fjærland - Bremuseet	SN55820	09.04.2020 06:00	3,8	66	226	2
Fjærland - Bremuseet	SN55820	09.04.2020 07:00	4,2	61	207	2,6
Fjærland - Bremuseet	SN55820	09.04.2020 08:00	3,2	77	326	0,9
Fjærland - Bremuseet	SN55820	09.04.2020 09:00	3	77	101	0,5
Fjærland - Bremuseet	SN55820	09.04.2020 10:00	3,5	74	168	1,4
Fjærland - Bremuseet	SN55820	09.04.2020 11:00	3	84	217	1,4
Fjærland - Bremuseet	SN55820	09.04.2020 12:00	4,4	72	233	0,9
Fjærland - Bremuseet	SN55820	09.04.2020 13:00	5,8	64	206	3,9
Fjærland - Bremuseet	SN55820	09.04.2020 14:00	5,8	60	226	2,5
Fjærland - Bremuseet	SN55820	09.04.2020 15:00	6,4	63	202	3,8
Fjærland - Bremuseet	SN55820	09.04.2020 16:00	6,2	56	215	2
Fjærland - Bremuseet	SN55820	09.04.2020 17:00	4,9	60	17	2,2
Fjærland - Bremuseet	SN55820	09.04.2020 18:00	5	58	192	4,6
Fjærland - Bremuseet	SN55820	09.04.2020 19:00	4,5	63	190	4,2
Fjærland - Bremuseet	SN55820	09.04.2020 20:00	3,6	71	355	2,9
Fjærland - Bremuseet	SN55820	09.04.2020 21:00	2,9	81	33	1,1
Fjærland - Bremuseet	SN55820	09.04.2020 22:00	2,5	82	327	0,9
Fjærland - Bremuseet	SN55820	09.04.2020 23:00	2,1	86	2	0,6
Fjærland - Bremuseet	SN55820	10.04.2020 00:00	1,6	90	103	0,4
Fjærland - Bremuseet	SN55820	10.04.2020 01:00	1,8	88	43	0,9
Fjærland - Bremuseet	SN55820	10.04.2020 02:00	2	83	41	1
Fjærland - Bremuseet	SN55820	10.04.2020 03:00	1,9	82	278	0,7
Fjærland - Bremuseet	SN55820	10.04.2020 04:00	1,9	79	29	0,6
Fjærland - Bremuseet	SN55820	10.04.2020 05:00	1	85	5	1,2
Fjærland - Bremuseet	SN55820	10.04.2020 06:00	1	87	202	0,4
Fjærland - Bremuseet	SN55820	10.04.2020 07:00	1,8	82	352	0,9
Fjærland - Bremuseet	SN55820	10.04.2020 08:00	3,1	71	26	0,9
Fjærland - Bremuseet	SN55820	10.04.2020 09:00	5,2	56	51	0,6
Fjærland - Bremuseet	SN55820	10.04.2020 10:00	6	45	42	1,4
Fjærland - Bremuseet	SN55820	10.04.2020 11:00	7,6	42	101	0,7
Fjærland - Bremuseet	SN55820	10.04.2020 12:00	7,3	44	200	0,6
Fjærland - Bremuseet	SN55820	10.04.2020 13:00	7,2	44	208	2,2
Fjærland - Bremuseet	SN55820	10.04.2020 14:00	7,9	45	219	1,9
Fjærland - Bremuseet	SN55820	10.04.2020 15:00	7,5	44	227	1,4
Fjærland - Bremuseet	SN55820	10.04.2020 16:00	7,5	45	323	0,7
Fjærland - Bremuseet	SN55820	10.04.2020 17:00	7,2	48	341	2,2
Fjærland - Bremuseet	SN55820	10.04.2020 18:00	6,9	51	344	2,3
Fjærland - Bremuseet	SN55820	10.04.2020 19:00	5,3	68	59	0,5
Fjærland - Bremuseet	SN55820	10.04.2020 20:00	2,8	79	57	0,8
Fjærland - Bremuseet	SN55820	10.04.2020 21:00	1,1	88	43	1
Fjærland - Bremuseet	SN55820	10.04.2020 22:00	0,1	92	7	0,8
Fjærland - Bremuseet	SN55820	10.04.2020 23:00	-1	95	13	0,9
Fjærland - Bremuseet	SN55820	11.04.2020 00:00	-1,6	98	56	0,6
Fjærland - Bremuseet	SN55820	11.04.2020 01:00	-1,4	98	32	1,5
Fjærland - Bremuseet	SN55820	11.04.2020 02:00	-1,7	98	356	0,8
Fjærland - Bremuseet	SN55820	11.04.2020 03:00	-2,2	99	32	1
Fjærland - Bremuseet	SN55820	11.04.2020 04:00	-0,9	98	82	0,8
Fjærland - Bremuseet	SN55820	11.04.2020 05:00	-0,4	95	66	0,8
Fjærland - Bremuseet	SN55820	11.04.2020 06:00	0,1	92	20	1,3
Fjærland - Bremuseet	SN55820	11.04.2020 07:00	0,9	90	40	0,4
Fjærland - Bremuseet	SN55820	11.04.2020 08:00	2,5	83	4	1,1
Fjærland - Bremuseet	SN55820	11.04.2020 09:00	3,6	74	217	1,5
Fjærland - Bremuseet	SN55820	11.04.2020 10:00	3,9	75	199	0,7
Fjærland - Bremuseet	SN55820	11.04.2020 11:00	4,4	76	359	1,1
Fjærland - Bremuseet	SN55820	11.04.2020 12:00	4,4	80	337	1,3
Fjærland - Bremuseet	SN55820	11.04.2020 13:00	3	94	210	2,9
Fjærland - Bremuseet	SN55820	11.04.2020 14:00	2,2	95	219	1,4
Fjærland - Bremuseet	SN55820	11.04.2020 15:00	0,8	97	216	1,2
Fjærland - Bremuseet	SN55820	11.04.2020 16:00	0,4	99	209	1
Fjærland - Bremuseet	SN55820	11.04.2020 17:00	0,4	99	228	0,4
Fjærland - Bremuseet	SN55820	11.04.2020 18:00	0,3	99	276	0,3
Fjærland - Bremuseet	SN55820	11.04.2020 19:00	0,2	100	237	0,5
Fjærland - Bremuseet	SN55820	11.04.2020 20:00	0,1	100	99	0,4
Fjærland - Bremuseet	SN55820	11.04.2020 21:00	0,2	100	17	1,6
Fjærland - Bremuseet	SN55820	11.04.2020 22:00	0,2	100	44	0,5
Fjærland - Bremuseet	SN55820	11.04.2020 23:00	0,3	100	19	0,6
Fjærland - Bremuseet	SN55820	12.04.2020 00:00	0,3	100	10	1,2
Fjærland - Bremuseet	SN55820	12.04.2020 01:00	0,3	100	343	0,8
Fjærland - Bremuseet	SN55820	12.04.2020 02:00	0,5	100	55	0,8
Fjærland - Bremuseet	SN55820	12.04.2020 03:00	0,5	100	346	0,6
Fjærland - Bremuseet	SN55820	12.04.2020 04:00	0,5	100	296	0,3
Fjærland - Bremuseet	SN55820	12.04.2020 05:00	0,6	100	2	0,3
Fjærland - Bremuseet	SN55820	12.04.2020 06:00	0,9	100	268	0,9
Fjærland - Bremuseet	SN55820	12.04.2020 07:00	1,1	100	20	2,2
Fjærland - Bremuseet	SN55820	12.04.2020 08:00	2	100	58	1,2
Fjærland - Bremuseet	SN55820	12.04.2020 09:00	3,1	100	28	1,3
Fjærland - Bremuseet	SN55820	12.04.2020 10:00	4,6	95	61	2,3
Fjærland - Bremuseet	SN55820	12.04.2020 11:00	5,2	91	32	1,4
Fjærland - Bremuseet	SN55820	12.04.2020 12:00	5,8	83	26	2,5
Fjærland - Bremuseet	SN55820	12.04.2020 13:00	6,4	64	331	3,9
Fjærland - Bremuseet	SN55820	12.04.2020 14:00	6,5	57	355	6,2
Fjærland - Bremuseet	SN55820	12.04.2020 15:00	5,3	65	350	4,8
Fjærland - Bremuseet	SN55820	12.04.2020 16:00	5,4	51	348	6,3
Fjærland - Bremuseet	SN55820	12.04.2020 17:00	4,2	57	348	5,3
Fjærland - Bremuseet	SN55820	12.04.2020 18:00	3,2	64	350	3,9
Fjærland - Bremuseet	SN55820	12.04.2020 19:00	2	80	58	1,2
Fjærland - Bremuseet	SN55820	12.04.2020 20:00	1,9	68	22	5,8
Fjærland - Bremuseet	SN55820	12.04.2020 21:00	1,9	66	351	4,3
Fjærland - Bremuseet	SN55820	12.04.2020 22:00	0,1	88	346	4,7
Fjærland - Bremuseet	SN55820	12.04.2020 23:00	-0,3	87	77	3,7
Fjærland - Bremuseet	SN55820	13.04.2020 00:00	-0,1	84	69	3
Fjærland - Bremuseet	SN55820	13.04.2020 01:00	-0,7	95	231	0,8
Fjærland - Bremuseet	SN55820	13.04.2020 02:00	-0,7	96	221	1,8
Fjærland - Bremuseet	SN55820	13.04.2020 03:00	-0,7	98	214	0,7
Fjærland - Bremuseet	SN55820	13.04.2020 04:00	-0,1	86	80	2,4
Fjærland - Bremuseet	SN55820	13.04.2020 05:00	-0,4	92	149	1,1
Fjærland - Bremuseet	SN55820	13.04.2020 06:00	0,8	67	355	3,8
Fjærland - Bremuseet	SN55820	13.04.2020 07:00	1	68	30	3,6
Fjærland - Bremuseet	SN55820	13.04.2020 08:00	1,1	68	355	6,2
Fjærland - Bremuseet	SN55820	13.04.2020 09:00	1,3	67	20	5,2
Fjærland - Bremuseet	SN55820	13.04.2020 10:00	1,7	64	14	5,3
Fjærland - Bremuseet	SN55820	13.04.2020 11:00	2	63	4	5,2
Fjærland - Bremuseet	SN55820	13.04.2020 12:00	1,9	70	36	2,5
Fjærland - Bremuseet	SN55820	13.04.2020 13:00	2,8	58	14	4,1
Fjærland - Bremuseet	SN55820	13.04.2020 14:00	3,5	54	347	2,8
Fjærland - Bremuseet	SN55820	13.04.2020 15:00	3,3	60	39	2,1
Fjærland - Bremuseet	SN55820	13.04.2020 16:00	2,8	65	105	3,3
Fjærland - Bremuseet	SN55820	13.04.2020 17:00	1,6	81	89	1,8
Fjærland - Bremuseet	SN55820	13.04.2020 18:00	0,6	90	355	1,9
Fjærland - Bremuseet	SN55820	13.04.2020 19:00	1,5	79	355	1,1
Fjærland - Bremuseet	SN55820	13.04.2020 20:00	1,4	76	337	2,3
Fjærland - Bremuseet	SN55820	13.04.2020 21:00	1,5	76	87	1,9
Fjærland - Bremuseet	SN55820	13.04.2020 22:00	0,8	76	96	1,3
Fjærland - Bremuseet	SN55820	13.04.2020 23:00	-0,3	84	351	1,8
Fjærland - Bremuseet	SN55820	14.04.2020 00:00	-0,1	88	102	0,8
Fjærland - Bremuseet	SN55820	14.04.2020 01:00	1,1	76	84	1,5
Fjærland - Bremuseet	SN55820	14.04.2020 02:00	0,8	81	187	1,3
Fjærland - Bremuseet	SN55820	14.04.2020 03:00	0,8	80	86	1,2
Fjærland - Bremuseet	SN55820	14.04.2020 04:00	0,2	87	50	1,2
Fjærland - Bremuseet	SN55820	14.04.2020 05:00	0,2	90	14	1,9
Fjærland - Bremuseet	SN55820	14.04.2020 06:00	-0,1	94	42	1,4
Fjærland - Bremuseet	SN55820	14.04.2020 07:00	0,1	94	3	1,6
Fjærland - Bremuseet	SN55820	14.04.2020 08:00	1,1	90	144	0,5
Fjærland - Bremuseet	SN55820	14.04.2020 09:00	1,4	88	71	0,2
Fjærland - Bremuseet	SN55820	14.04.2020 10:00	1,2	91	332	0,7
Fjærland - Bremuseet	SN55820	14.04.2020 11:00	0,8	95	345	1,5
Fjærland - Bremuseet	SN55820	14.04.2020 12:00	1,8	91	211	0,3
Fjærland - Bremuseet	SN55820	14.04.2020 13:00	1,2	96	348	0,7
Fjærland - Bremuseet	SN55820	14.04.2020 14:00	1,8	93	3	0,5
Fjærland - Bremuseet	SN55820	14.04.2020 15:00	2,1	94	326	0,4
Fjærland - Bremuseet	SN55820	14.04.2020 16:00	2,5	94	26	0,7
Fjærland - Bremuseet	SN55820	14.04.2020 17:00	2	95	5	1,6
Fjærland - Bremuseet	SN55820	14.04.2020 18:00	2,2	97	28	1,2
Fjærland - Bremuseet	SN55820	14.04.2020 19:00	2	98	75	0,3
Fjærland - Bremuseet	SN55820	14.04.2020 20:00	1,8	99	50	0,7
Fjærland - Bremuseet	SN55820	14.04.2020 21:00	1,6	100	35	1,2
Fjærland - Bremuseet	SN55820	14.04.2020 22:00	1,2	100	340	1,6
Fjærland - Bremuseet	SN55820	14.04.2020 23:00	0,7	100	40	1,7
Fjærland - Bremuseet	SN55820	15.04.2020 00:00	0,5	100	13	1,9
Fjærland - Bremuseet	SN55820	15.04.2020 01:00	0,6	100	9	1,1
Fjærland - Bremuseet	SN55820	15.04.2020 02:00	0,7	100	26	0,9
Fjærland - Bremuseet	SN55820	15.04.2020 03:00	0,7	100	3	1,9
Fjærland - Bremuseet	SN55820	15.04.2020 04:00	1	100	33	1,2
Fjærland - Bremuseet	SN55820	15.04.2020 05:00	1,1	100	25	1,4
Fjærland - Bremuseet	SN55820	15.04.2020 06:00	1,2	100	16	1,8
Fjærland - Bremuseet	SN55820	15.04.2020 07:00	1,6	100	14	2,3
Fjærland - Bremuseet	SN55820	15.04.2020 08:00	2,1	100	41	0,8
Fjærland - Bremuseet	SN55820	15.04.2020 09:00	2,7	100	44	0,8
Fjærland - Bremuseet	SN55820	15.04.2020 10:00	3,1	100	10	1,5
Fjærland - Bremuseet	SN55820	15.04.2020 11:00	4	98	350	0,7
Fjærland - Bremuseet	SN55820	15.04.2020 12:00	5,3	93	81	0,7
Fjærland - Bremuseet	SN55820	15.04.2020 13:00	5,1	97	10	1,6
Fjærland - Bremuseet	SN55820	15.04.2020 14:00	5,8	97	27	1,6
Fjærland - Bremuseet	SN55820	15.04.2020 15:00	7,2	91	253	2,1
Fjærland - Bremuseet	SN55820	15.04.2020 16:00	6,6	95	166	1,7
Fjærland - Bremuseet	SN55820	15.04.2020 17:00	7	89	197	5
Fjærland - Bremuseet	SN55820	15.04.2020 18:00	6,7	92	242	1,8
Fjærland - Bremuseet	SN55820	15.04.2020 19:00	9,1	71	204	3
Fjærland - Bremuseet	SN55820	15.04.2020 20:00	6,5	93	153	1,1
Fjærland - Bremuseet	SN55820	15.04.2020 21:00	9	50	324	5,4
Fjærland - Bremuseet	SN55820	15.04.2020 22:00	6	76	198	6,6
Fjærland - Bremuseet	SN55820	15.04.2020 23:00	4,8	83	215	8,3
Fjærland - Bremuseet	SN55820	16.04.2020 00:00	5,8	58	293	2,4
Fjærland - Bremuseet	SN55820	16.04.2020 01:00	6,1	50	192	5,2
Fjærland - Bremuseet	SN55820	16.04.2020 02:00	6,1	50	181	5,2
Fjærland - Bremuseet	SN55820	16.04.2020 03:00	5,3	58	214	1,4
Fjærland - Bremuseet	SN55820	16.04.2020 04:00	3,7	80	214	5,4
Fjærland - Bremuseet	SN55820	16.04.2020 05:00	2,9	87	26	0,8
Fjærland - Bremuseet	SN55820	16.04.2020 06:00	2,1	93	18	2,5
Fjærland - Bremuseet	SN55820	16.04.2020 07:00	1,9	97	175	1
Fjærland - Bremuseet	SN55820	16.04.2020 08:00	2,9	93	330	1,3
Fjærland - Bremuseet	SN55820	16.04.2020 09:00	3,9	89	360	2,6
Fjærland - Bremuseet	SN55820	16.04.2020 10:00	5,3	79	17	1,1
Fjærland - Bremuseet	SN55820	16.04.2020 11:00	4,1	81	20	1,6
Fjærland - Bremuseet	SN55820	16.04.2020 12:00	6,4	57	16	2,9
Fjærland - Bremuseet	SN55820	16.04.2020 13:00	7,4	52	12	3,4
Fjærland - Bremuseet	SN55820	16.04.2020 14:00	6,8	54	347	4,3
Fjærland - Bremuseet	SN55820	16.04.2020 15:00	7,9	43	316	2,4
Fjærland - Bremuseet	SN55820	16.04.2020 16:00	7,3	48	350	4,1
Fjærland - Bremuseet	SN55820	16.04.2020 17:00	6,7	47	343	2,3
Fjærland - Bremuseet	SN55820	16.04.2020 18:00	5,9	60	24	3,4
Fjærland - Bremuseet	SN55820	16.04.2020 19:00	5,5	63	18	1,9
Fjærland - Bremuseet	SN55820	16.04.2020 20:00	3,9	74	13	1,2
Fjærland - Bremuseet	SN55820	16.04.2020 21:00	4,3	65	356	2,6
Fjærland - Bremuseet	SN55820	16.04.2020 22:00	4,3	61	3	2,6
Fjærland - Bremuseet	SN55820	16.04.2020 23:00	4,5	55	34	1,2
Fjærland - Bremuseet	SN55820	17.04.2020 00:00	3,6	64	86	0,7
Fjærland - Bremuseet	SN55820	17.04.2020 01:00	2,8	72	113	1,4
Fjærland - Bremuseet	SN55820	17.04.2020 02:00	2	74	359	0,9
Fjærland - Bremuseet	SN55820	17.04.2020 03:00	2,2	69	336	0,8
Fjærland - Bremuseet	SN55820	17.04.2020 04:00	1,4	73	220	0,4
Fjærland - Bremuseet	SN55820	17.04.2020 05:00	-0,2	84	17	1
Fjærland - Bremuseet	SN55820	17.04.2020 06:00	0,3	84	187	1,4
Fjærland - Bremuseet	SN55820	17.04.2020 07:00	1,5	79	161	0,5
Fjærland - Bremuseet	SN55820	17.04.2020 08:00	3	71	28	1,1
Fjærland - Bremuseet	SN55820	17.04.2020 09:00	4	64	26	2,3
Fjærland - Bremuseet	SN55820	17.04.2020 10:00	7,2	49	135	1
Fjærland - Bremuseet	SN55820	17.04.2020 11:00	7,5	49	216	1,8
Fjærland - Bremuseet	SN55820	17.04.2020 12:00	8,5	35	45	3
Fjærland - Bremuseet	SN55820	17.04.2020 13:00	8,9	34	29	2,4
Fjærland - Bremuseet	SN55820	17.04.2020 14:00	9	37	351	3,5
Fjærland - Bremuseet	SN55820	17.04.2020 15:00	9,2	35	305	3,1
Fjærland - Bremuseet	SN55820	17.04.2020 16:00	8,9	36	331	2,9
Fjærland - Bremuseet	SN55820	17.04.2020 17:00	8	39	326	3,1
Fjærland - Bremuseet	SN55820	17.04.2020 18:00	7,2	42	335	2,7
Fjærland - Bremuseet	SN55820	17.04.2020 19:00	5,5	57	79	1,5
Fjærland - Bremuseet	SN55820	17.04.2020 20:00	3,4	67	44	0,9
Fjærland - Bremuseet	SN55820	17.04.2020 21:00	1,3	82	33	1,4
Fjærland - Bremuseet	SN55820	17.04.2020 22:00	0,4	86	8	1,5
Fjærland - Bremuseet	SN55820	17.04.2020 23:00	-0,4	91	21	1,9
Fjærland - Bremuseet	SN55820	18.04.2020 00:00	-0,9	90	324	0,6
Fjærland - Bremuseet	SN55820	18.04.2020 01:00	-1,3	94	12	0,9
Fjærland - Bremuseet	SN55820	18.04.2020 02:00	-1,6	95	348	0,7
Fjærland - Bremuseet	SN55820	18.04.2020 03:00	-1,9	97	12	1
Fjærland - Bremuseet	SN55820	18.04.2020 04:00	-2,6	96	357	1,2
Fjærland - Bremuseet	SN55820	18.04.2020 05:00	-2,1	96	200	0,6
Fjærland - Bremuseet	SN55820	18.04.2020 06:00	-2,5	96	15	1,4
Fjærland - Bremuseet	SN55820	18.04.2020 07:00	-1,8	94	52	0,7
Fjærland - Bremuseet	SN55820	18.04.2020 08:00	1,6	81	133	0,4
Fjærland - Bremuseet	SN55820	18.04.2020 09:00	3,9	61	42	0,7
Fjærland - Bremuseet	SN55820	18.04.2020 10:00	5,2	58	25	2,1
Fjærland - Bremuseet	SN55820	18.04.2020 11:00	7,8	38	9	2,3
Fjærland - Bremuseet	SN55820	18.04.2020 12:00	9,4	39	31	2
Fjærland - Bremuseet	SN55820	18.04.2020 13:00	10	35	4	1,5
Fjærland - Bremuseet	SN55820	18.04.2020 14:00	11,1	33	15	1,3
Fjærland - Bremuseet	SN55820	18.04.2020 15:00	11,8	34	357	0,9
Fjærland - Bremuseet	SN55820	18.04.2020 16:00	10,8	36	348	2
Fjærland - Bremuseet	SN55820	18.04.2020 17:00	9,5	46	348	1,7
Fjærland - Bremuseet	SN55820	18.04.2020 18:00	7,1	57	20	2,2
Fjærland - Bremuseet	SN55820	18.04.2020 19:00	5,3	71	39	0,8
Fjærland - Bremuseet	SN55820	18.04.2020 20:00	4,3	73	28	1,7
Fjærland - Bremuseet	SN55820	18.04.2020 21:00	2,1	84	49	0,8
Fjærland - Bremuseet	SN55820	18.04.2020 22:00	1,4	85	16	2,1
Fjærland - Bremuseet	SN55820	18.04.2020 23:00	0,8	91	46	1,3
Fjærland - Bremuseet	SN55820	19.04.2020 00:00	-0,1	97	37	1,7
Fjærland - Bremuseet	SN55820	19.04.2020 01:00	-0,6	95	127	0,5
Fjærland - Bremuseet	SN55820	19.04.2020 02:00	-0,5	97	25	1,9
Fjærland - Bremuseet	SN55820	19.04.2020 03:00	-1,2	93	20	1,1
Fjærland - Bremuseet	SN55820	19.04.2020 04:00	-2	97	26	1,2
Fjærland - Bremuseet	SN55820	19.04.2020 05:00	-1,8	98	349	0,7
Fjærland - Bremuseet	SN55820	19.04.2020 06:00	-1,9	99	343	1,2
Fjærland - Bremuseet	SN55820	19.04.2020 07:00	-1	99	7	1,3
Fjærland - Bremuseet	SN55820	19.04.2020 08:00	2,2	90	332	0,9
Fjærland - Bremuseet	SN55820	19.04.2020 09:00	5,3	72	41	1,2
Fjærland - Bremuseet	SN55820	19.04.2020 10:00	7,6	60	196	1,2
Fjærland - Bremuseet	SN55820	19.04.2020 11:00	9,2	58	229	1,4
Fjærland - Bremuseet	SN55820	19.04.2020 12:00	12,3	40	51	1,1
Fjærland - Bremuseet	SN55820	19.04.2020 13:00	13,6	37	236	0,9
Fjærland - Bremuseet	SN55820	19.04.2020 14:00	13,1	39	342	1,8
Fjærland - Bremuseet	SN55820	19.04.2020 15:00	13,9	40	13	2,2
Fjærland - Bremuseet	SN55820	19.04.2020 16:00	13,8	41	341	2,1
Fjærland - Bremuseet	SN55820	19.04.2020 17:00	12,3	53	309	0,9
Fjærland - Bremuseet	SN55820	19.04.2020 18:00	10	57	21	2,2
Fjærland - Bremuseet	SN55820	19.04.2020 19:00	7,6	69	37	1,7
Fjærland - Bremuseet	SN55820	19.04.2020 20:00	5,9	75	37	1,1
Fjærland - Bremuseet	SN55820	19.04.2020 21:00	3,7	82	31	1,7
Fjærland - Bremuseet	SN55820	19.04.2020 22:00	2,5	90	20	1,3
Fjærland - Bremuseet	SN55820	19.04.2020 23:00	1,8	94	11	1,1
Fjærland - Bremuseet	SN55820	20.04.2020 00:00	1,5	96	27	1,1
Fjærland - Bremuseet	SN55820	20.04.2020 01:00	0,5	95	360	1,2
Fjærland - Bremuseet	SN55820	20.04.2020 02:00	-0,4	96	6	0,5
Fjærland - Bremuseet	SN55820	20.04.2020 03:00	-0,3	98	249	0,7
Fjærland - Bremuseet	SN55820	20.04.2020 04:00	-0,2	99	45	2,2
Fjærland - Bremuseet	SN55820	20.04.2020 05:00	-0,6	99	42	1,8
Fjærland - Bremuseet	SN55820	20.04.2020 06:00	-0,5	100	68	0,8
Fjærland - Bremuseet	SN55820	20.04.2020 07:00	-0,3	100	33	1,2
Fjærland - Bremuseet	SN55820	20.04.2020 08:00	3	92	21	1
Fjærland - Bremuseet	SN55820	20.04.2020 09:00	6,1	76	28	3
Fjærland - Bremuseet	SN55820	20.04.2020 10:00	8,9	64	25	2,5
Fjærland - Bremuseet	SN55820	20.04.2020 11:00	11,4	55	26	3
Fjærland - Bremuseet	SN55820	20.04.2020 12:00	15,1	41	53	1,1
Fjærland - Bremuseet	SN55820	20.04.2020 13:00	15	47	215	2,7
Fjærland - Bremuseet	SN55820	20.04.2020 14:00	15,6	46	216	1,9
Fjærland - Bremuseet	SN55820	20.04.2020 15:00	16,2	40	307	1,6
Fjærland - Bremuseet	SN55820	20.04.2020 16:00	16,1	40	343	1,9
Fjærland - Bremuseet	SN55820	20.04.2020 17:00	13	59	359	2,5
Fjærland - Bremuseet	SN55820	20.04.2020 18:00	10,4	62	15	1,7
Fjærland - Bremuseet	SN55820	20.04.2020 19:00	8,5	68	45	1,5
Fjærland - Bremuseet	SN55820	20.04.2020 20:00	7,3	71	42	2,1
Fjærland - Bremuseet	SN55820	20.04.2020 21:00	4,1	84	40	1,8
Fjærland - Bremuseet	SN55820	20.04.2020 22:00	3,3	89	352	1,9
Fjærland - Bremuseet	SN55820	20.04.2020 23:00	3,1	90	32	1,9
Fjærland - Bremuseet	SN55820	21.04.2020 00:00	1,1	95	357	1,2
